Text,Language
"the giver of security is the taker of potential
@voidIings
·
6hBut it isn’t your place to say what’s wrong and what’s right. 
 It is what it is. Everybody’s got a price.",English
"jason
@polarorjason
·
6hEn réponse à 
@DecepR6
it is what it is
1",English
"Besley
@Solly365
·
6hEn réponse à 
@jacnive
 @Mrs_Kamza
  et  
@DonknowMcgrego
What can we do bro, it is what it is. Just imagine her asking around for number 9 spanner bro
1
1",English
"Sean McBride
@seanmcbride
·
6hEn réponse à 
@SurviveThrive2
The moderate and rational values which you espouse (and I support) are precisely the values that have been rejected by an increasing number of Americans in the great culture wars. Describing facts on the ground does not constitute promotion of those trends. It is what it is.
1",English
"Ghada
@Ghada_Fahd
·
6hI was fighting the urge to buy Oculus Quest 2 because I wanted to focus on studying for pmp. But after watching YT videos of Resident Evil 4 and Walking Dead on VR, I made this impulsive purchase, and I paid extra for next day delivery

Well, it is what it is … No regret 
GIF",English
"Hambo
@HamboPR
·
6hProducir ""De Aquí Pa'l Mundo"" ha sido el challenge de la vida. Jamás pensé que la dificultad mayor iba a ser coordinar con los creadores de contenido su disponibilidad. It is what it is. 
5
29",English
"GardenGreeter.eth - Jason jude
@JasonLonano
·
6hEn réponse à 
@BV_nft
Yes it is! What a cultmunity!!!!!
1
6",English
"Steven
@yves_stevenn
·
6hIt is what it is",English
"Michael D Houchin
@KyHabsFan
·
6hEn réponse à 
@BritSimps
 @WeLoveNHLRefs
  et  
@NJDevils
So if a black athlete kneels during the national anthem and a veteran feels it’s disrespectful, it’s not anyone else’s place to say it’s not. It is what that veteran feels.
1",English
"productionjjsw
@productionjjsw
·
6hEn réponse à 
@DeCAY67
  et  
@BoilerBall
That’s my feeling as well, but it is what it is.",English
"itsAissa | ARG 18
@zxcasdqwe55
·
6hit is what it is 
1",English
"The Duchess Of The North
@DoNoTcOmPlY945
·
6hAlways surprised when you realise someone who’s followed you for a while, and thinks the same as you about this shitshow,has blocked you… especially when they still follow you on their main account. Odd  However, it is what it is. I stopped trying to figure ppl out long ago 
22
2
132",English
"E
@Happybubba20
·
6hIt is what it is",English
"aliif
@aliif_zz
·
6hIt is what it is",English
"성혜진 Ｈｙｅ－Ｊｉｎ Ｓｅｏｎｇ
@RunningTheCode
·
6hShe let V take her hand closer to her mouth and she smiled ""If this is something you want V then you should let it happen, take it and enjoy it. "" She leaned in a little closer ""If it is what you want I shall do my best to help you and make sure you can experience it fully, with-
𝘝
@CYBERMERC_
 · 7h
ᅠ
    there it was again — that invisible force holding her back despite how badly she wanted to do so. 

  fear, worry that this would mean nothing in a week’s time, so many different things at once bouncing through her head completely out of control. 

  “…I… + 

ᅠ twitter.com/runningthecode…
Afficher cette discussion
1",English
"Steven C Shuck
@ShuckSteven
·
6hEn réponse à 
@mylittlebeaches
For 5 years I've been clearing my neighbors sidewalk and about every other snow I do their driveway and I've never heard a peep from them. lol They have a teenage son who once in a blue moon shovels the driveway. Oh well, it is what it is. 
1
2",English
"Aleksandra
@photofeminine
·
6hEn réponse à 
@emootmi
It is what it is. Hard thing to deal with.
1",English
"CLR Haunt
@hauntiwnl
·
6hEn réponse à 
@g502prince
i got the safest school in the county + cops and sheriffs in it everyday. it is what it is",English
"James Hyndman
@JamesHyndman
·
6hEn réponse à 
@StephenFarryMP
Great to hear that the NHS is going to be reformed. It is what our amazing NHS workers deserve at last. What’s the plan?",English
"A Horse-Sized Duck
@DantonSix
·
6hIt's weird and lame and sortof a bummer. I generally like women better than men (sorry? I grew up in an all-female household and I'm more comfortable with them?). But! It is what it is!
2
19",English
"лоулайт
@shorylu
·
6hмой токсик трейт мне любые разговоры о предстоящих событиях кажутся бессмысленными ибо я сразу в голове рассчитываю возможные последствия и свои реакции на это, ну и зачем мне тогда об этом говорить если я сразу всё успела обработать, обсудить с собой и it is what it is",English
"MJ Wemoto | Shuwa out on 28.01.2022
@MJWemoto
·
6hEn réponse à 
@MJWemoto
 @McNgotonie
  et 6 autres personnes
Not sure the same can be said for a number of other countries yet it would totally influence things in a significant way. Funny thing being the radio station that the old owner of my car had when I bought it, is what I still listen to now and the songs I hear end up on a playlist
1
2",English
"Christopher Matula
@Christo97644569
·
6hEn réponse à 
@mmpadellan
Our choices sadden me...it is what it is.",English
"Paul Matzko
@PMatzko
·
6hThere are non-sinister answers only one click of a mouse away to every question the segment asks, but Carlson doesn't offer any possible answers because he'd rather pose scary questions.

His big takeaway: ""why [officials] are so concerned about it is what concerns me.""
1",English
"MikeyF
@Michael80434708
·
6hEn réponse à 
@JeffWallner
Given #EFC position the less risky the choice the better List of candidates isn't inspiring so the less risky has to be the right way to go. It is what it is  Key I think is for the Fans to stick together and make noise at games .. Make it about the fans, they ARE  the club
1",English
"Prakhar Pratap Singh
@Prakhar_PS1
·
6hEn réponse à 
@NotTheDarkBlade
  et  
@ps_it_is
What's that special in going to these franchises. He is getting as much money as Kohli, Dhoni and Rohit, with captaincy ffs. And emotionally too it's obvious that he will have most connect with RR.
RR's management is top class too, just been bit unlucky with injuries.
2
1",English
"uknowJA
@jarochaa4
·
6hEn réponse à 
@IamApril317
Nah just people at work making the snowstorm into a big thing like enough… it is what it is. I’m just embracing that I’m going to be out there shoveling because I don’t have a snowblower  lol",English
"Mazda2000
@Mazda20001
·
6hEn réponse à 
@FoxNews
  et  
@newtgingrich
It is what a fake president is.",English
"Fuad
@Fuadnehemen
·
6hEn réponse à 
@MagnusLanding
 @EduardoHagn
  et  
@Gazzetta_it
Nah it's for the best bro I've removed notis off and everything I cba anymore it is what it is at this point",English
"kyee
@amryskyyyy
·
6hit is what it is
1
1",English
"C
@Colbster70
·
6hEn réponse à 
@ddittmar9
  et  
@gtconway3d
I’m not bothered. Your sensitivity to it, is what I find amusing. Don’t be so mad.
1",English
"THEE Kimberly Taylor
@kimtfiu
·
6hEn réponse à 
@dodgybint
  et  
@ThunderHeadFan
Anyone on those lists know you cam be denied or postponed for a lot of things. They have to give those organs where they'll be most successful. It is what it is- his choice.
1",English
"𝖘𝖚𝖕𝖊𝖗 𝖌𝖗𝖊𝖒𝖑𝖎𝖓
@realmillimills
·
6h“ it is what it is until it ain’t what it was “
Educated Educator
@Cerebro1914
 · 20h
Hey guys I need your help for my class. 
QRT this with a powerful quote you live by or have heard. I want it for my students. 

Y’all don’t ignore this please it for the children.
1
1",English
"@_onlyonejaz
·
6hI know how good i and my intentions can be so It is what it is though.",English
"@elvionitagustin
·
6hit is what it is
Movie Menfess
@moviemenfes
 · 6h
mvs
klian ada gak sih yg abis nonton suatu series, saking suka nya ampe gak nonton apa2 lgi selama 2 bulan??
tolong donk gmn cara nya buat menyudahi brainrot ini... sender blom nonton apa2 lgi setelah haikyuu
1",English
"XRP millionaire
@districtXRP_
·
6hA fully digital U.S. dollar? Fed releases study of potential contender to cryptocurrency.  here it is what I’m talking about
usatoday.com
A fully digital U.S. dollar? Fed releases study of potential contender to cryptocurrency.
The Federal Reserve plans on exploring opportunities to create a fully digital U.S. dollar, which could serve as an alternative to cryptocurrency",English
"True Blues Loyal 
@TrueBluesLoyal1
·
6hEn réponse à 
@STVNews
Aye so it is what about all the wrongs that the SNP have done away don’t talk nonsense.",English
"Patricia Cowan
@Patrici86543708
·
6hEn réponse à 
@BigDaddyDollarz
 @stephsweb
  et  
@Ally_Sammarco
Right now they are.  There are a lot of good people in the RP, but we're not seeing them. We are seeing the Libertarian agenda surface loud and proud and it is what will bring down America.  Make sure your passport is in order.
2",English
"miloPink
@athilenrocsyra
·
6horg bilang it is what it is and do whatever makes u feel good . jan paksa diri and make a good choice by listing the good and bad, x list pn it’s ok, buli tau jg tu dlm otak . if u feel it is really good for u go for it and alwys remember use yr brain at the same time .
2",English
"Boggz
@B_boogey26
·
6hI only wish you the best Darling
Can’t say I didn’t try, where as I could only admire you, be proud of everything you’ve accomplished and accept you for the amazing person you are, I’d only be judged and resented. Sucks but it is what is. I’ll always be here if you need me.",English
"Christine Riter She/Her
@criter_dee
·
6hEn réponse à 
@Roshan_Rinaldi
It is what it is.",English
"Geordie Mark
@GeordieMark3
·
6hEn réponse à 
@mcburnsie
Because Sevilla asked for a fee that kept changing. Everyone thought that was a done deal. It is what it is. No amount of foot stamping will change anything.
1",English
"مریم ♡︎
@bohatbusy
·
6hEn réponse à 
@pnp_junction
It is what it is",English
"beck
@eokkiz
·
6hdeep sigh .. I miss them . Once in a while i miss them but it hits like everytime like he was my bestie  we could have gotten like way super closer if i didnt do what i did smh I blame myself highkey but whatever it is what it is",English
"@JohnSnobbish
·
6hIt cute , it pretty.

Stfu…. It’s slutty. Just call it for what it is. What if god gave you a slut for a wife, hmm? Go back to your goddam gulag, slave.
GIF",English
"banza bitch
@organicjuknowho
·
6hEn réponse à 
@KABOOMxPOW
We are Xanga babies it is what it is 
1",English
"Dani.
@thatsDaniforyou
·
6hI don’t let these retrogrades whoop my ass. Retrograde gonna retrograde. It is what it is.
1",English
"???
@vexedjane
·
6hYeah, nah. 

Tasha K was sent 3 cease and desist letters, was offered to settle behind the scenes, then went even harder on the lies. And apparently was acting a fool on the stand. It is what it is.
1
3",English
"Tyler Culture
@Flying_Donuts_
·
6hEn réponse à 
@Neon_Orpheus
 @KontrolFreek
  et 3 autres personnes
It is what it is My boy",English
"Mlondi Mbatha
@Mlondi777
·
6hEn réponse à 
@Sips_zat
I don't over think, always say IT IS WHAT IT IS  if it's meant to be it will be
1",English
"AC Cross
@daneatscatfood
·
6hEn réponse à 
@nilsreviewsit
The suddenness in a movie that, to that point, had very little scariness to it is what ramped it up.
1
1",English
"Fola D
@afolabi___
·
6hEn réponse à 
@CavaliereFelix
It Is What It is sounds like 2020 even though it’s 21 lol.",English
"Sage
@Mellumjr
·
6hI stand by one of my previous tweets.

I do believe a passenger making a 311 call would be enough...but it is what it is.
DJ Courtney™
@DJCourtneyJm
 · 7h
Apparently nobody who was in the Taxi that hit down the lady by Dunrobin have come forward. They are no different from the people who protect criminals, yet we expect policing alone can stop crime…
2",English
"who cares
@Hood_Map_Man
·
6hEn réponse à 
@Al_Paktiawaal
Look i get that mullah omar blew them up cuz UN didnt wanna give afghanistan money for feeding starving kids but wanted to give money to preserve historical artifacts, so mullah omar blew it up as a big FU to the UN, but its not something to be super happy abt. It is what it is
1",English
"Mary
@batsgirl
·
6hEn réponse à 
@goblue_girl
  et  
@MamaDoctorJones
Exactly! They plumb themselves directly into your systems and persuade those systems to provide for their needs even to the detriment of the host body.

There are sound evolutionary reasons why they do that. It's not a bad thing. But it IS what they do!
1
1",English
"NorthernDagger
@NorthernDagger1
·
6hAs someone who's entire high school experience has been ruined by COVID-19, giving up now and saying 'It is what it is' is a slap in the face to the last 3 years of work
1
1",English
"Derrick
@BeachLifeCA1
·
6hEn réponse à 
@squawksquare
It’s done nothing but dip the past couple weeks. It is what it is.",English
"15lovetennis
@15lovetennis
·
6hthe French have this say : don't sell the meddy Bear skin until you kill him... make your opponent bring it is what the very best do. He learned from the best after all 
Saša Ozmo
@ozmo_sasa
 · 7h
#Medvedev: During all the matches, as soon as I was done a little bit, I was like: Just be like Novak. Show him that you are better. And it won't work every time, because again, he had a match point. #AusOpen",English
"Sana Yusuf
@SanaDee14
·
6hEn réponse à 
@TheTyJager
He is our MVP and no one else needs to agree, it is what it is",English
"De La Rosa
@Tejanobrown
·
6hEn réponse à 
@LandmanLife
The word “it” is what offends me the most
1
6",English
"semesta’s
@namuniea
·
6hkaya i don’t want to bicker about it anymore karwna ya it is what it is, tapi kalau ketemu temen” kaya apaya, sedih banget pokonya sedih banget bener” sedih fyp gua tiba” nostalgic semua kaya se problematic” nya angkatan gua TAPI GUA SAYAAANAAAGGG banget MAANN
1",English
"Tawnee This, Tawnee That
@xSweetLou
·
6hEn réponse à 
@purexoxaine92
It is what it issssss
1",English
"Mae Gone
@gone_mae86
·
6hEn réponse à 
@FIX_CIV_VI
 @freefall_mc
  et 3 autres personnes
So, you assume you had it? Is what you’re saying, on your thread abour assumptions?
1",English
"David Meltzer
@davidmeltzer
·
6hYour occupation is not your job, it is what activity you occupy your time with.
1
11",English
"Onetime
@JK96443043
·
6hEn réponse à 
@Gabumbabo
Ok I need weight to go up. like very soon. I cant take this anymore. every day I am checking weight and it is staying the same. every day, check weight, same weight. I cant take this anymore, I have over eaten, by a lot. it is what it is. Can devs EAT SOMETHING??
1
2",English
"Ali Raza
@alirazaoff
·
6hEvery wound takes time to heal, so does a broken heart. Ain’t nobody tell you to stay positive and move on when it’s time for you to rest, to breathe. It’ll be foolish for a patient to leave in the middle of healing process. 
“It is not what it is” it is what you make of it!
1
1
11",English
" Danny Ayala ⃤
@dannyayala
·
6hEn réponse à 
@sluttymiggie
The NFT market rn don’t mean shit. What will come from it is what’s important. But don’t worry about the shit going on rn. It’s all hype like Doge lol
1
1",English
"Isaac Slings
@IamCFOOT
·
6h@Hacker0x01
 it was definitely an authentication bypass but it is what it is I guess.
1",English
"MC71
@howIthinko
·
6hEn réponse à 
@Flyersrule131
 @Cammer17
  et 4 autres personnes
Many did thrive…those stats are a small representation of students who actually participated in answering questions. It is what it is… believe what you want and I will do the same.
2",English
"FindingNimo
@___Wairimu___
·
6hEn réponse à 
@k1b3t
Yes , it is what you are thinking 
1",English
"stephen miranda
@stephen_tumae
·
6hHate the fact that it is what it is pero.. yeah fuck you",English
"^^^FratZog^^^
@odmlee13
·
6hIT IS WHAT YOU DO ONCE YOU HAVE A (QB)1
THAT IS IS THE DIFFERENCE BETWEEN CHAMPIONS
and also rans
1",English
"Lord Everwalk
@LordEverwalk
·
6hHmm...
I see.
A bit disappointing but it is what it is.
Farewell then.
1",English
"raeeee:
@Raeann2323
·
6hit is what it is",English
"Pastry Chef (Cakes and creams)
@Delibakes_
·
6hEn réponse à 
@stonebwoy
It is what it is o",English
"Andrew
@MitchRapp_
·
6hEn réponse à 
@bettyeking
 @k_macC_
  et  
@DataDrivenMD
While people do die and we have to accept that, I certainly do care if people die needlessly. But if the harms outweigh the benefits of attempted prevention then it is what it is.

That said everything I said was factually correct. Wake up.
2
4",English
"Milk
@lo_optimus
·
6hEn réponse à 
@pokimanelol
It is what is is but nothing the same side ting tryna upgrade to the main",English
"Darious Goodloe
@dariousgoodloe1
·
6hSome people are just haters. It’s who they are. Some people just don’t know how to keep it real, it is what it is. Some people just aren’t that good at their jobs lol… God bless them all tho. 
4",English
"Amaechi .D. Oyindamola
@DanielOnyekaAm1
·
6hEn réponse à 
@ToyosiGodwin
So I became the one chasing and calling
I decided not to call on Christmas and new year and she didn't call or text either
Well.. It is what it is 
1",English
"Sky @ Commissions Open
@theskycriestoo
·
6hEn réponse à 
@ahoy_anubis
It really shouldn't but it is what it is and I gotta roll with it
1
1",English
"Lawrence ⁶
@lawrence_sxng
·
6hEn réponse à 
@GandalfStaff
It is what it is for now, he’s a back up and we’ve gotta just make it work. I think he’s been solid for a backup",English
"¿s? {i love maya}
@urethebook4me
·
6hEn réponse à 
@tomlinSUNrry
YOU CAN DO IT IF IT IS WHAT YOU WANT TO DO COME ON
1",English
"Andrew Allen
@andy90wfc
·
6hEn réponse à 
@andy90wfc
 @caldy003
  et 4 autres personnes
I'd rather we just stick to a pre-match tune long term... but it is what it is. I love to hear 30 seconds of the golden oldie 'she wore a yellow ribbon' right before k/o. That gets me going as I associate it with Walsall and a song we sing most match days. Identity pls 
1",English
"thotctrl
@BaxterZax
·
6hTired of ""it is what it is"" it shouldn't be what it is, but it be.",English
"mounim ⵎⵓⵏⵄⵉⵎ مُنْعِــــــــمٌ
@movnim
·
6hIt is what it is.
1",English
"Cathy Mchugh
@Kanyou95
·
6hEn réponse à 
@rugbycath
This is a disgusting story but it is far from unique. It is what happens all over Scotland. Our SNHS is no longer fit for purpose. This was happening long before the pandemic. I was told it was to do with their insurance. Certainly no compassion shown.
1
10
78",English
"Aayush Tripathi
@aayush317
·
6hPeak rich people behaviour when you are proud of your kids for just existing. I could literally clear UPSC and my dad would still say ki 5 attempt liye beta kya bada kaam kar diye. It is what it is 
utdreport
@utdreport
 · 7h
Ig Cristiano: ""Proud Dad"" [cristiano]",English
"JT
@optiontrader001
·
6hEn réponse à 
@optiontrader001
 @BioenergeticSi1
  et 3 autres personnes
To trade where unlimited losses are possible is just a horrible strategy and no matter how good you are, will eventually bite you in the ass. Trust me I hate seeing the monkeys lose money to the hedgies but when people refuse to be logical and are stubborn, it is what it is.
1",English
"Noor Ud Din Wani
@nooruddin_wani
·
6hWhat is it with people sharing (making fun) of memes/posts that involve mocking a person’s beauty and appearance. I do not understand what’s funny in mocking a person’s appearance, to the extent that it is what they share and feed their social media.
1",English
"badassj
@iamjaydalanae1
·
6hIdgaf about looking like the bad guy nomore  it is what it is
1",English
"No Days Off
@Nedmon_50_CAL
·
6hI can say the same about w***n but it is what it is 
Dan
@Flawless_Cowboi
 · 25 janv.
it’s so fucked up bears look like this and can fucking kill you
Afficher cette discussion",English
"Donut
@OnlyYou_Uteh
·
6hEn réponse à 
@borahaedisease
 @tabodanita
  et  
@megan_atz
They are not the pioneer you want them to be.. it is what it is... whatever kq do idc.. as long as they are doing their job and treat Ateez well.. thats it
1",English
"Thorny NFT
@thorny_nft
·
6hNew to this game still and making mistakes! 
@raritytools
 had a false link in one of their collections and I minted. Quick .1E gone. Disappointed as this was being saved for another project but it is what it is. Do your research! #liveandlearn",English
"Lairi Lindokuhle
@LairiLindokuhle
·
6hSis Tamara's feelings and opinions are valid. If they are not connecting with Naledi, then it is what it is. Let them be. #HandsOffTamara #BBMzansi
39",English
"Precious Shange
@PreciousShange
·
6hHeavy on ""it is what it is"".",English
"Jeremy
@JKMJXH3
·
6hEn réponse à 
@Spoon1822
All of this. He was looking to leave with a clean break. He is going to reset and come back with another team. I think all of the Covid protocols played it’s toll on him this past two seasons, along with all the change. I know we don’t want to hear it, but it is what it is.
2
1",English
"one
@siibsays
·
6hEn réponse à 
@BaazaoDaim
  et  
@VaccinatedSadaf
it is what it is",English
"TRN
@TheRealNubian2
·
6hEn réponse à 
@reasew
It is what it is
GIF
1
1",English
"Adewale Edward Kenway
@Ndics88
·
6hIt is, what it is....
ChrisExcel
@ChrisExcel102
 · 7h
.......
Afficher cette discussion",English
"Mike Slade- preorder LIGHT GIVER
@_MikeSlade
·
6hEn réponse à 
@chelsabdullah
Thank you! It's a struggle doing it solo but hey-   it is what it is :-)

Can't wait to read this!
TTYS.",English
"ERIC WILLIAM GREENE
@Ericgreene1977
·
6hSometimes life it Is what is",English
"@menmau_
·
6hEn réponse à 
@_MWilly_
how because my bill has gone up? and they keep telling me basically it is what it is 
1",English
"kairo
@mikairiii_
·
6hEn réponse à 
@pjszxc
it is what it is
1",English
"K4ng4roO
@Str4y4nK4ng4roO
·
6hEn réponse à 
@OptiontradingT
 @Tenjin37151
  et  
@elonmusk
Looks like a reflection … it is what it is 
5",English
"Hernán Ortiz
@nanimalisimo
·
6hWhy am I learning about “The Mailbox Rule”?
What even is a mailbox?

I had to Google what it is & what it looks like. And then find its purpose & then question why people sent mail when u have e-mail.

Jokes aside, I don’t think my son knows what a mailbox is
3
6",English
"depressed 7/11 fan
@Kevin43503829
·
6hEn réponse à 
@RatiodByJynx
He’s stuck with Kyrie man it is what it is man he just gotta go Westbrook 2017 mode
1
2",English
"@foxtrotdanc3r
·
6hFYI- Don't hate yt people or think all of them are cave dwellers and mayonaise extraterrestrials just pointing that out. Often times, some of us cant criticize those we like for fear of not being liked by others.

It is what it is.",English
"RolstoelkatBot
@RolstoelkatBot
·
6hit is what it is",English
"Jailyn
@Jailyynn__
·
6hAfter a while i won’t say shit it is what it is, and that’s all it will ever be.",English
"Antonios Evangelakis
@Ant1_Evgs
·
6hEn réponse à 
@H_filologos_sas
Θα σου την κόψει προσωρινά ναι…και μετά θα την πολλαπλασιάσει…
It is what it is
1",English
"LeeWilliamDesigns
@designs_william
·
6hEn réponse à 
@Loveandonlylov4
 @stonewalluk
  et  
@Mermaids_Gender
I mean it is what you want but given all your lies so far, I don’t believe you here either
1",English
"CSev
@CSeverin3
·
6hEn réponse à 
@ayoc89
 @cardsplaceinchi
  et  
@runbackdave
I know this hard, Rolls. I understand. But...don't make this worse than it is. What we had was fun, but it's not real.
1",English
"J-Rod
@OfficialJohnRod
·
6hEn réponse à 
@BrooklynASAP
  et  
@JfromBk
Nah, Scotto has nothing to do with what happen tbh. I disagree on that. I appreciate your words Brooklyn ASAP! I guess I'm the easy nitpick target regardless if I step away & come back. It is what it is I can't change the way people treat & view others. One  my guy. Go NETS!.
2
1",English
"(稲妻) Hanayama-san
@Madman_Hanayama
·
6hEn réponse à 
@AJSADelrith
they should have done a lot of things different
but it is what it is
another Failure for Amazon Games",English
"paige
@paladinpeachs
·
6hEn réponse à 
@SlLVER0SE
AW THAT IS FANTASTIC !! i'm so happy for u sam, it is what u deserve
1",English
"Mashoor Gulati
@DAAXAAB
·
6hEn réponse à 
@indian_armada
@BeingSalmanKhan
 looked ugly back then.
Not that he looks any better now.

PS: tagged HIM so ₹2 trolls don't go keyboard warriors on me for saying something behind his back.
It is what it is.
Peace out.",English
"Morgan
@amorganjorge_
·
6hIt is what it is.",English
"pressreset
@pressreset
·
6hEn réponse à 
@pressreset
  et  
@Mikespins
Like it or not, it is what it is. If there is money to be made, people will attempt to make it.",English
"liva :)
@lalalaliva_
·
6hEn réponse à 
@fakeperaltaaa
It is what it is 
1
1",English
"ケシャフ
@xkshvx
·
6hGOING THROUGH PAIN,HEARTBREAK,FAMILY PRESSURE,CAREER TENSION

AND STILL SMILING OVER EVERYTHING,BASICALLY FAKING IT IS WHAT GENERATION IS ALL ABOUT.
6
19",English
"綾人。
@undivinity
·
6hcall it a sixth sense of some sort,  but the commissioner has felt from the weather alone that she needed them.  at least —— it is what he assumed, otherwise he is making a fool of himself.

   it is a delight to see her enjoy the simplest things as well.
* 𝗋͟𝖺͟𝗂͟𝖽͟𝖾͟𝗇͟ 𝖾͟𝗂.
@euthymiias
 · 7h
oh! what a pleasant surprise this is. he went through all this trouble just for her? why, she’s touched. and excited too, despite the brief confusion flashing on her face. she can smell the various sweets from the basket.

what was all this for, exactly? twitter.com/undivinity/sta…
1",English
"Carlos
@ThatDudeCarlito
·
6hEn réponse à 
@JosephStanichar
Basically,
Don’t feel bad about jealousy because its a natural reaction. How you react to it is what you’re in control of.
2",English
"Blue Milk Diner
@BlueMilkDiner
·
6hEn réponse à 
@penguinsrule27
  et  
@keldorjedii
Hey, different strokes for different folks, eh? I found them both to be really engaging. It is what it is.
1
1",English
"cri
@kkynicole
·
6h“It is what it is”
1",English
"Dana 
@D_TWiiCE
·
6hEn réponse à 
@denrii_
Lol Ay it is what it is
1",English
"Bitchin_Blairrr
@lilsexyyann
·
6hIt is what it is",English
"Ru Carl
@carl_ru
·
6hEn réponse à 
@SthembiD
Not back then tho, that used to be taboo to even see a woman in lingerie but now it is what it is its just out there
1",English
"reenam
@LymiaReenam
·
6hI have 2 moods “constant overthinking” and “it is what it is”
2
18
105",English
"Dillon Duffy
@DillonDuffy1991
·
6hEn réponse à 
@mello
I'm going with A-Do-Foo Men-Saw, could be way off but it is what it is... As for first name.. Key-We-Si.. 93% sure im completely off.
1",English
"Wholesome White Guy
@personofwhite
·
6hAnd I don't mean that in a blackpill way. Live your life in the way you see best. Focus on the things that are under your control. Don't fret the stuff beyond your reach.

""It is what it is and whatever.""

Happiness is still possible in an perfect, cruel world.
3",English
"ATLien UncleMoonk
@GradybabyMunk
·
6hIt is what it is bruh
maybe prince?
@clonedior
 · 22h
no suicidal shit or whatever but sometimes i look at this world and just don’t feel like participating
Afficher cette discussion",English
"Deseree
@Deseree728
·
6h#Browns  I live in Louisville Kentucky and being a #Browns  Fan and a Black Women All I can do is laugh.  Go all out. Do what you Do, Cause it is what it is . I am a #Cleveland #Browns Fan an I pick #bakermayfield off top I ride with Six
1",English
"josh
@ghsttwn
·
6htherapy:
 expensive
 requires effort

saying “it is what it is” in your car on your way to class when you’re running 20 minutes late:
 free
 doesn’t move to rhode island in the middle of the most crucial mental health crisis of your young adult life
6",English
"Tiberius
@Terransystem1
·
6hEn réponse à 
@RRenn25
Just their way of keeping us on file and on their target list. What can you do?! It is what it is ……….
1",English
"martina
@DIORVMAR
·
6hnon mi interessa più passare per stronza e insensibile, it is what it is
4
1
24",English
"Marchie
@sarahmarchie
·
6hEn réponse à 
@davidhotham
No but season 4 is split into 2 parts of 7 episodes each dunno why they didn’t call it season 5 but it is what it is
1",English
"Domingo
@Domingoanho
·
6hEn réponse à 
@BBMzansi
You know why ""Sis Tamara"" ain't feeling the vibe of Naledi. Cause when you're beautiful, to ""gay""people it's kinda a threat to them no offense, just stating the ""facts"". So ya it is what it is hey 
3
2",English
"Riccy
@ItsRiccy
·
6hWell... that’s the quality of ESPN’s reporting these days. It is what it is sadly
Scott Howard
@ScottHoward42
 · 25 janv.
The ESPN investigation of the Suns is going the wrong direction if your desire is that the NBA forces Robert Sarver to sell.  We're headed toward the next update being that Robert Sarver's car is green and he likes to drink soda.",English
"Dr. Aaron Roberts
@DrAaronRoberts1
·
6hShowcasing the multitalented skills of Kindergarten teacher, Mrs. Raley.  She was helping students with kid writing and untangling headphones at the same time.  It is what we do!  Great job!  
@Methacton
 @AmyLRaley
1
4",English
"OverThe
@OvertheMoon4you
·
6hEn réponse à 
@DrHarryThomas
Well, at least this is a positove outlet for human curiosity to collectively scratch an itch. 
The reaction to the luck vs skill component of it is what fascinates me. 
5 letter random words...
3",English
"HKLesficAuthor
@HkAuthor
·
6hFirst ol girl couldn't act second ol girl is racist it is what it is
Ladies of Comics
@ladiesofcomics
 · 7h
We were robbed of this in the show twitter.com/AbbyKnowsLittl…
1",English
"Aibagawa
@Aibagawa
·
6hEn réponse à 
@king_tuscan
 @sphericaltime
  et 48 autres personnes
It is what was happening at the Tavistock and is still happening in Scotland.
2",English
"OG FREE GAME
@DeezDaTruth
·
6hIt is what it is and it was what it was!!! ",English
"the transporter_1
@TagaJames
·
6hEn réponse à 
@kabugo_mikka
It is what it is...",English
"Lil Ansu officials
@AnsumanaDumbuya
·
6hEn réponse à 
@MBmbowe
It is what it is",English
"AALIYAH
@_muvakay
·
6hI’ve been hurt so much like shit doesn’t even bother me anymore. It is what it is",English
"FangHunterGaming |& ENVutber
@Fangtom9
·
6hEn réponse à 
@ghostbunni_vt
 @Shadow55F
  et 14 autres personnes
It is what is made for its a shoutout 
GIF
3",English
"Sincerely, Elle Cee.
@Luxuriouslaaa
·
6h“ I’m too much for you. You can’t handle me mentally or emotionally. Even if I gave you the blueprint. It is what it is. I’m exhausted. You win this round but you’re playing against yourself because I’m out of your game. “",English
"Daddy’s Back
@SkyeFather
·
6hEn réponse à 
@infamous0924
Get in now lol it suck but it is what it is
1
2",English
"Nageki Fujishiro
@nageki_enbot
·
6h...the future is what it is. It is what it is, and that's all there is to it.",English
"jakob_nagl
@jakobnagl1
·
6hwelp.. ¯\_(ツ)_/¯ it is what it is, aint it?",English
"Myles
@myles_morris
·
6hEn réponse à 
@Flexcules
On the back of the season he had that was the price. Is what it is. What’s the limit where 10 G/A in 17 is okay? Does he have to cost 30M? 
1",English
"Underscorefunk
@underscorefunk
·
6hEn réponse à 
@ohryan
  et  
@toderash
Yep. “The board of directors wants it.” Is what usually happens.
1",English
"Z
@BeardedDevil_
·
7hOh well it is what it is
3",English
"SilverArrow#44
@Ngonie59
·
7hEn réponse à 
@elisahthedaije
50/50 is a no-brainer within a marriage. The couple should pool resources into one and then decide on the best course of action. This really baffles me. However, it is what it is 
1",English
"Zekystar .
@zekystar
·
7hEn réponse à 
@DonaldBKipkorir
It is what it is ..",English
"scarlet.
@scrlt_syg
·
7hit is what it is?",English
"Naas Kaleem
@NaasKaleem
·
7h“It is what it is”
abi dickson
@abidickson01
 · 25 janv.
My toxic trait is saying ‘it’s okay’ when reality it really isn’t",English
